,features,timepoint,subject
292,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30, 62, 82, 130, 311, 335, 485, 797, 2052, 2150, 3094, 6816, 6107, 7617, 9157, 15525, 10855, 11139, 10841, 15574, 9582, 9173, 8564, 11865, 7545, 7304, 7031, 10223, 6696, 6684, 6743, 9844, 6837, 6925, 10307, 7133, 7184, 7328, 11257, 7766, 8142, 8539, 13965, 9908, 10575, 10775, 17085, 11581, 11473, 11572, 17110, 11043, 10596, 10197, 14296, 8922, 8020, 7307, 9903, 5781, 5063, 6115, 3193, 2630, 2180, 2377, 1119, 914, 700, 683, 310, 214, 164, 143, 61, 50, 36, 39, 15, 10, 8, 6, 3, 4, 5, 0, 4, 1, 2, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00317
293,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 36, 199, 419, 982, 3047, 4874, 10689, 12058, 14509, 20000, 16407, 20082, 15212, 17594, 13200, 12462, 14827, 11598, 14598, 12189, 13273, 18076, 16640, 22778, 19640, 19846, 24296, 17965, 20473, 14833, 13421, 15290, 11107, 12327, 8557, 9308, 6367, 5694, 6364, 4315, 4440, 2934, 2510, 2334, 1509, 1199, 627, 372, 221, 79, 48, 23, 12, 16, 9, 11, 4, 2, 5, 4, 5, 8, 8, 8, 3, 2, 5, 2, 2, 4, 5, 1, 6, 1, 2, 1, 1, 3, 0, 0, 4, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00317
294,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 657, 3334, 4492, 3455, 4520, 5786, 9597, 16208, 24527, 30698, 31341, 26440, 20747, 16030, 13393, 11810, 10963, 10291, 9711, 9654, 9421, 9176, 8919, 8769, 8339, 7832, 7293, 6918, 6445, 6192, 6163, 5963, 5998, 5838, 5765, 5571, 4519, 5557, 5761, 6249, 6982, 7676, 8332, 8882, 9090, 8727, 8300, 7633, 6960, 6223, 5432, 4519, 3757, 3303, 2619, 2237, 1753, 1523, 1248, 1025, 887, 680, 595, 523, 392, 371, 302, 292, 201, 194, 121, 153, 114, 83, 83, 67, 44, 55, 24, 29, 24, 23, 21, 16, 13, 22, 9, 20, 11, 12, 15, 13, 7, 7, 4, 6, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00319
295,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 374, 2848, 3391, 4999, 11928, 19700, 28600, 38265, 30664, 25946, 25262, 18862, 20464, 15586, 14408, 15600, 12833, 12378, 13868, 11286, 10675, 11491, 9355, 8836, 10143, 8375, 9660, 8203, 8608, 10454, 9361, 9153, 9844, 7511, 6571, 6888, 5319, 5048, 3681, 3168, 3152, 2351, 2076, 2185, 1536, 1391, 1286, 897, 750, 755, 535, 494, 368, 306, 314, 236, 215, 217, 175, 174, 203, 133, 176, 151, 142, 160, 138, 143, 168, 131, 140, 134, 91, 98, 104, 83, 95, 73, 72, 61, 62, 61, 49, 41, 43, 48, 33, 36, 32, 20, 20, 8, 4, 10, 5, 5, 2, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",5,00319
296,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 225, 552, 1137, 1333, 1976, 2722, 5284, 6099, 8075, 13839, 13535, 14864, 19116, 14378, 13198, 11777, 13284, 9536, 8588, 9864, 7602, 7063, 6746, 8170, 6239, 6149, 7470, 5873, 5702, 5391, 6528, 4979, 4974, 6109, 4894, 4793, 4878, 5959, 4703, 4625, 5595, 4440, 4541, 5520, 4393, 4287, 4299, 5335, 4489, 4496, 5673, 4476, 4537, 4792, 6081, 5091, 5122, 6336, 5050, 5263, 5222, 6708, 5373, 5392, 6852, 5442, 5456, 5370, 6804, 5442, 5454, 6899, 5523, 5322, 5287, 6271, 4671, 4521, 5198, 3694, 3180, 3291, 2013, 1498, 1041, 919, 452, 278, 164, 87, 49, 25, 25, 9, 6, 8, 4, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00320
297,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 363, 1563, 3997, 11553, 18570, 27751, 22909, 23237, 17269, 17608, 13833, 14928, 11669, 12576, 9594, 10315, 8365, 9090, 7626, 8761, 7449, 8616, 7256, 8633, 7269, 8461, 6929, 8078, 6772, 8202, 7542, 9368, 8735, 11029, 9375, 10648, 8411, 8684, 6444, 6633, 5135, 5302, 4170, 4355, 3290, 3340, 2691, 3052, 2528, 2914, 2383, 2668, 2376, 2863, 2348, 2759, 2334, 2669, 2273, 2556, 2037, 2368, 2030, 2171, 1921, 2098, 1672, 2064, 1666, 1918, 1511, 1741, 1404, 1512, 1207, 1238, 930, 949, 711, 725, 480, 453, 254, 246, 144, 148, 74, 60, 34, 23, 9, 14, 5, 4, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00320
298,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 49, 231, 576, 1468, 3181, 8056, 10216, 13749, 16721, 23696, 19074, 18462, 17228, 19886, 15375, 15041, 15611, 20071, 16057, 16006, 16073, 19226, 14353, 13929, 16422, 12463, 12041, 11570, 13969, 10763, 10375, 10129, 12179, 8893, 8193, 7546, 8243, 5836, 5229, 4577, 5177, 3617, 3347, 3026, 3369, 2374, 2088, 2364, 1652, 1582, 1433, 1567, 1135, 1041, 900, 1017, 654, 588, 510, 540, 356, 292, 197, 168, 91, 49, 29, 30, 14, 14, 2, 3, 5, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00321
299,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 142, 405, 524, 793, 1256, 3023, 6218, 10953, 15796, 15486, 21424, 22824, 23009, 17772, 21453, 20498, 19218, 14317, 17097, 16265, 16059, 12715, 15756, 15431, 15438, 12384, 15523, 15112, 15036, 11179, 13177, 12293, 10991, 9939, 7156, 8196, 7480, 6851, 4918, 5593, 5074, 4586, 3450, 3999, 3717, 3119, 2110, 2066, 1548, 996, 575, 396, 265, 153, 74, 63, 35, 28, 7, 2, 2, 4, 0, 1, 0, 2, 0, 0, 0, 1, 0, 1, 0, 2, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00321
300,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17, 78, 159, 235, 386, 367, 565, 960, 1667, 4086, 5730, 8425, 11590, 13879, 18553, 14582, 14159, 13237, 12519, 14886, 11629, 11326, 10940, 10525, 13509, 10700, 11180, 11855, 12467, 16765, 14204, 14897, 15888, 16503, 20746, 17024, 17007, 16881, 15842, 19053, 14239, 13132, 11837, 10012, 10000, 6262, 5046, 4083, 3252, 2903, 1777, 1386, 1069, 790, 617, 279, 148, 72, 34, 14, 4, 3, 2, 1, 1, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 2, 2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00322
301,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 47, 98, 156, 249, 515, 735, 1994, 4172, 7324, 8670, 13543, 15569, 15812, 12181, 14478, 13664, 10440, 12569, 12772, 12859, 10621, 13663, 14310, 15029, 12219, 16030, 16879, 17686, 14675, 18957, 19076, 18531, 14308, 16379, 15362, 13939, 10255, 11570, 10441, 9184, 6524, 7449, 6461, 4589, 5225, 4558, 4076, 2845, 3308, 2877, 2574, 1842, 2132, 1786, 1539, 1116, 1194, 993, 877, 586, 649, 552, 450, 297, 240, 143, 68, 49, 23, 4, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00322
302,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 31, 316, 1136, 1837, 1933, 1581, 1209, 1075, 1215, 1737, 2407, 2355, 4558, 6308, 8022, 9665, 10689, 11726, 12000, 11632, 11249, 10815, 10303, 9976, 9847, 6413, 9618, 9710, 9650, 10023, 10373, 10707, 11200, 11611, 11862, 12179, 12381, 12748, 12833, 8587, 12777, 12604, 12061, 11790, 11231, 10503, 9781, 9045, 8186, 7556, 6955, 6434, 5897, 5299, 3371, 4639, 4312, 4070, 3984, 3766, 3555, 3360, 3244, 3203, 3141, 2993, 2892, 2821, 1816, 2600, 2460, 2402, 2299, 2184, 1991, 1773, 1656, 1501, 1431, 1278, 1189, 972, 614, 740, 569, 480, 369, 239, 184, 98, 61, 42, 28, 16, 9, 6, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00323
303,"[0, 0, 0, 0, 1, 8, 79, 189, 476, 361, 484, 347, 224, 359, 283, 596, 574, 1090, 1860, 1693, 3522, 3091, 6034, 4865, 8761, 10306, 7228, 12089, 8227, 12307, 8039, 11326, 10814, 6802, 9697, 6117, 8992, 5888, 8698, 8586, 5748, 8629, 5924, 8949, 6096, 9329, 9552, 6789, 10510, 7449, 11254, 7899, 12301, 8362, 12797, 12800, 8790, 13137, 8516, 12374, 7943, 11317, 10777, 6872, 9704, 5998, 8603, 5565, 7915, 7486, 4892, 6847, 4239, 6044, 3817, 5311, 4893, 3102, 4617, 2913, 4060, 2673, 3728, 3356, 2169, 2721, 1608, 1809, 1043, 1056, 696, 285, 310, 147, 118, 48, 38, 25, 11, 12, 6, 5, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00323
304,"[0, 0, 0, 0, 0, 0, 0, 0, 62, 168, 282, 660, 1235, 1469, 3159, 3576, 7112, 10139, 10045, 16164, 18297, 13985, 17017, 11507, 13493, 11568, 7539, 8887, 7992, 5520, 6884, 6250, 4289, 5564, 4001, 5202, 5100, 3831, 4985, 5079, 3843, 5120, 3819, 5145, 5146, 3883, 5136, 5231, 4052, 5285, 3877, 5059, 5025, 3827, 4907, 4902, 3568, 4669, 4634, 3442, 4554, 3274, 4580, 4694, 3518, 4851, 5276, 4253, 6065, 4994, 7148, 7659, 6087, 8329, 8702, 6633, 8679, 6363, 8334, 8022, 5722, 7310, 6916, 4830, 6104, 5536, 3988, 4949, 3434, 4390, 4165, 2905, 3650, 3343, 2207, 2609, 1636, 1730, 1184, 602, 526, 298, 119, 97, 67, 16, 12, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00324
305,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 159, 521, 1625, 3037, 5798, 12141, 15162, 21792, 18329, 19260, 13858, 12388, 13762, 10285, 11129, 7931, 8731, 6659, 7518, 5985, 5718, 6619, 5425, 6446, 5495, 6429, 5326, 6390, 5433, 5601, 6631, 5538, 6779, 5881, 6896, 5930, 5928, 7359, 6553, 8515, 8045, 10969, 9847, 11930, 9707, 9137, 10398, 7946, 8819, 6565, 7096, 5355, 5766, 4296, 3900, 4234, 3345, 3727, 2792, 3359, 2616, 2433, 2765, 2146, 2541, 1983, 2353, 1970, 2249, 1729, 1851, 2063, 1724, 2038, 1664, 1904, 1488, 1965, 1538, 1486, 1805, 1519, 1816, 1446, 1602, 1207, 1052, 1033, 648, 463, 297, 201, 107, 58, 15, 4, 1, 5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00324
306,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 25, 79, 237, 685, 1187, 2538, 3332, 6315, 10274, 11759, 18898, 16452, 20648, 19541, 15504, 18489, 14816, 18530, 18772, 15328, 19866, 16423, 21374, 17314, 21824, 22596, 18538, 24384, 20269, 24219, 20294, 13018, 13002, 8468, 8889, 7121, 4687, 4670, 2780, 2654, 1502, 1361, 887, 497, 453, 292, 256, 214, 134, 130, 82, 89, 65, 53, 56, 29, 29, 19, 6, 10, 5, 7, 1, 0, 2, 0, 0, 1, 2, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00327
307,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 34, 93, 247, 276, 364, 708, 910, 1885, 2153, 2899, 5850, 5848, 10213, 9476, 10648, 15295, 11744, 15570, 11210, 11014, 14341, 10503, 14009, 10435, 13941, 10670, 10600, 14671, 11374, 15371, 12065, 12195, 16375, 12339, 16668, 12496, 12439, 16835, 12634, 16673, 12081, 11623, 14826, 10596, 12897, 8740, 9981, 6407, 5670, 6205, 4082, 4856, 3093, 2712, 3173, 2067, 2316, 1462, 1154, 1217, 710, 744, 440, 422, 245, 191, 190, 111, 144, 84, 60, 87, 51, 60, 42, 47, 38, 15, 28, 11, 10, 8, 3, 4, 6, 9, 3, 2, 1, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00327
308,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 284, 877, 1421, 2512, 2634, 3277, 4274, 6835, 7040, 8414, 9747, 13478, 11450, 11463, 11047, 13102, 9592, 9040, 8268, 7743, 9227, 6906, 6723, 6604, 7914, 6330, 6245, 6315, 7633, 6193, 5965, 6038, 7485, 5869, 5597, 5596, 6881, 5526, 5191, 5180, 6649, 5279, 5287, 5354, 5497, 7339, 6111, 6327, 6877, 8967, 7675, 7930, 8434, 10588, 8738, 8423, 8376, 9912, 7556, 7304, 6862, 7929, 6008, 5581, 5381, 6354, 4652, 4397, 4143, 4097, 4814, 3602, 3483, 3281, 3731, 2931, 2729, 2361, 2517, 1553, 1309, 1033, 945, 504, 363, 261, 240, 129, 94, 43, 46, 26, 20, 14, 10, 4, 7, 1, 3, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00328
309,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 94, 176, 338, 573, 1063, 1685, 2806, 4478, 6999, 7161, 12218, 13947, 14547, 13815, 12788, 11332, 10307, 9212, 8788, 6428, 8060, 7895, 7726, 7625, 7336, 7209, 7084, 6786, 6744, 4961, 6563, 6517, 6314, 6415, 6376, 6478, 6268, 6507, 6408, 4752, 6186, 6351, 6237, 6167, 6259, 6242, 6436, 6451, 6522, 4945, 6636, 6770, 6895, 7021, 7168, 7120, 7047, 6859, 6872, 5091, 6843, 6755, 6563, 6423, 6318, 6016, 5725, 5606, 5355, 3892, 5039, 4727, 4322, 4338, 4088, 3892, 3588, 3216, 2970, 2078, 2570, 2144, 1730, 1458, 1207, 948, 682, 472, 309, 170, 153, 134, 59, 45, 20, 17, 3, 6, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00328
310,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 193, 1616, 4097, 2135, 1506, 652, 642, 492, 729, 628, 1016, 1062, 1892, 2096, 4675, 5759, 12021, 12232, 18499, 13643, 16563, 11186, 13402, 9440, 12048, 9036, 12040, 9125, 12299, 9337, 12838, 9672, 13088, 9338, 12674, 9233, 12297, 8813, 11799, 11900, 9093, 12748, 10138, 13992, 10830, 14544, 10663, 13908, 9924, 12664, 8957, 11051, 7608, 9439, 6632, 7922, 5216, 5953, 3706, 4123, 2349, 2393, 1321, 1278, 660, 666, 369, 365, 251, 257, 179, 177, 130, 146, 98, 89, 70, 80, 33, 54, 33, 26, 27, 20, 16, 22, 9, 15, 11, 7, 7, 7, 3, 0, 4, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00329
311,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 2641, 3096, 2432, 1151, 1386, 837, 783, 962, 669, 1026, 986, 1764, 2211, 4736, 6296, 13365, 13471, 15068, 19519, 13707, 16559, 11527, 14516, 10685, 14200, 10563, 10407, 13950, 10648, 13973, 10589, 14155, 10617, 14272, 10797, 14429, 10874, 11029, 14599, 11082, 14755, 11119, 14906, 11247, 14761, 10374, 9653, 11888, 8441, 10123, 6717, 7715, 4928, 5449, 3275, 3249, 1871, 1404, 1306, 629, 569, 280, 276, 171, 155, 98, 72, 94, 73, 83, 67, 82, 57, 55, 36, 45, 33, 39, 39, 27, 34, 17, 26, 13, 13, 17, 12, 6, 4, 10, 1, 6, 5, 4, 1, 4, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00329
312,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 751, 779, 1512, 2380, 2788, 5425, 5862, 10306, 9945, 15397, 16950, 13301, 17220, 12250, 14964, 10306, 12320, 10948, 7439, 9240, 6269, 7999, 7484, 5587, 6986, 5194, 6522, 4674, 6313, 5853, 4369, 5587, 4208, 5480, 4046, 5455, 5327, 4041, 5320, 4027, 5399, 5445, 4244, 5962, 4949, 7249, 6093, 8904, 9415, 7410, 9932, 7132, 9381, 8539, 5863, 7084, 4836, 6000, 4211, 5385, 5278, 3627, 4612, 3311, 4191, 3091, 3993, 3971, 2834, 3873, 2886, 3821, 3772, 2905, 3974, 2904, 3801, 2815, 3481, 3232, 2248, 2836, 1827, 2274, 1407, 1552, 1137, 691, 574, 274, 271, 139, 61, 41, 16, 12, 3, 7, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00330
313,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 874, 1607, 3898, 6365, 11100, 19891, 20216, 20192, 22052, 16353, 14953, 17032, 13472, 12659, 14331, 10813, 10277, 11284, 8912, 8638, 9598, 7804, 7625, 8790, 7455, 7523, 9522, 8888, 9626, 12642, 11163, 11148, 12831, 9944, 8967, 9724, 7161, 6667, 6946, 5322, 4898, 5344, 3916, 3663, 4082, 3127, 2956, 3337, 2656, 2505, 2861, 2278, 2186, 2516, 2062, 1925, 2273, 1855, 1770, 2099, 1722, 1632, 1929, 1566, 1502, 1766, 1452, 1420, 1689, 1452, 1348, 1498, 1292, 1098, 1306, 1029, 894, 972, 724, 635, 616, 416, 380, 377, 244, 160, 112, 78, 46, 30, 22, 7, 3, 4, 2, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00330
314,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 166, 585, 444, 280, 187, 201, 310, 358, 536, 1060, 1224, 1689, 3625, 4275, 6013, 11811, 11878, 13709, 19733, 14459, 13333, 16154, 11087, 10360, 13355, 9561, 9557, 12266, 9211, 9198, 11697, 8584, 8402, 10970, 8151, 7920, 10746, 7891, 8242, 11236, 8666, 9271, 13676, 11584, 12827, 18501, 14343, 14519, 18042, 12466, 11098, 13250, 8576, 7806, 8668, 5471, 4380, 4855, 2929, 2411, 2562, 1499, 1276, 1182, 613, 418, 308, 116, 102, 49, 20, 10, 8, 2, 4, 3, 2, 2, 2, 1, 0, 1, 0, 2, 2, 2, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00332
315,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 170, 262, 97, 92, 167, 177, 321, 379, 485, 1030, 1106, 1520, 2759, 2928, 5917, 6446, 8652, 15288, 13278, 18225, 12769, 11743, 14386, 10070, 9805, 12605, 9044, 12009, 8680, 8432, 10804, 7871, 7572, 9744, 7287, 9672, 7219, 7370, 9957, 7826, 10792, 8302, 8658, 12665, 10185, 11429, 17005, 13686, 18369, 13619, 13193, 16353, 11061, 9976, 11889, 7730, 9085, 5937, 5361, 5946, 3799, 3173, 3243, 1907, 1875, 973, 668, 525, 170, 130, 47, 23, 14, 3, 4, 2, 0, 1, 1, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00332
316,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 207, 502, 913, 1266, 2648, 4833, 6378, 11813, 15890, 14718, 17581, 16165, 11537, 12951, 12252, 9219, 11108, 10305, 7768, 9426, 8852, 6964, 8482, 8289, 6536, 8455, 8300, 6721, 8260, 7927, 6208, 7822, 7564, 6164, 7662, 7817, 6464, 8217, 8474, 6991, 9322, 9848, 8207, 10395, 10999, 8977, 11195, 10945, 8771, 10739, 10041, 7709, 8803, 7954, 7214, 5151, 5619, 4735, 3366, 3538, 3027, 2013, 2273, 1874, 1268, 1331, 1158, 805, 808, 727, 461, 537, 412, 276, 285, 242, 158, 162, 148, 113, 124, 106, 77, 67, 69, 48, 44, 33, 22, 14, 9, 7, 5, 2, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00336
317,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 87, 260, 424, 551, 830, 1386, 2840, 3850, 6274, 8913, 13550, 12514, 12726, 12458, 12078, 13617, 10859, 10307, 9945, 9506, 10795, 8582, 8282, 7788, 7572, 8667, 7025, 6736, 6915, 6754, 8110, 6650, 6629, 6536, 7961, 6521, 6733, 6565, 6744, 8348, 6994, 7162, 7297, 7258, 8962, 7442, 7516, 7532, 7588, 9421, 7888, 7674, 7854, 9220, 7683, 7662, 7334, 7150, 8446, 6726, 6374, 6073, 5602, 6195, 4706, 4500, 3943, 3697, 3809, 2673, 2444, 2025, 2027, 1462, 1232, 1048, 921, 946, 611, 596, 575, 504, 538, 426, 314, 265, 233, 189, 128, 77, 45, 41, 32, 13, 9, 8, 6, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00336
318,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 32, 110, 303, 489, 905, 1006, 2063, 3638, 4745, 8965, 10443, 16904, 16290, 22971, 19969, 24704, 18807, 21848, 19555, 14226, 16861, 12995, 15853, 12568, 15175, 12047, 14940, 15265, 12612, 15917, 12733, 16317, 13484, 17413, 14856, 18589, 14071, 15278, 11525, 7091, 6487, 3598, 3221, 1855, 1473, 732, 496, 251, 88, 70, 28, 26, 16, 23, 10, 13, 10, 3, 3, 4, 3, 5, 3, 4, 1, 0, 0, 1, 1, 1, 2, 2, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00338
319,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 190, 849, 1136, 1375, 2408, 5260, 10291, 16672, 22927, 27052, 28301, 27489, 24938, 21697, 20125, 16469, 19297, 19730, 20522, 20517, 20221, 19567, 18372, 17164, 16162, 15780, 16493, 16314, 15967, 14547, 11769, 8728, 5841, 3763, 2040, 1062, 462, 166, 95, 46, 34, 23, 19, 18, 21, 6, 10, 4, 10, 2, 6, 5, 1, 2, 2, 4, 2, 2, 1, 1, 1, 2, 1, 2, 0, 3, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00338
